#Generated dipole sums of a layer.
#Number of Sites N = 1000.
#z 	 f(z)
13.200000000000001	-0.0028263983308542476
13.3	-0.0028263889792636172
13.4	-0.0028263795571445097
13.5	-0.002826370064505491
13.6	-0.00282636050133981
13.700000000000001	-0.00282635086765969
13.8	-0.0028263411634586316
13.9	-0.0028263313887348035
14.0	-0.002826321543499221
14.1	-0.0028263116277452522
14.200000000000001	-0.0028263016414805317
14.3	-0.0028262915846997668
14.4	-0.0028262814574089865
14.5	-0.002826271259604311
14.6	-0.0028262609912953337
14.700000000000001	-0.0028262506524751284
14.8	-0.0028262402431485506
14.9	-0.0028262297633178876
15.0	-0.0028262192129857736
15.1	-0.0028262085921468604
15.200000000000001	-0.0028261979008097826
15.3	-0.002826187138973317
15.4	-0.0028261763066361294
15.5	-0.0028261654038056073
15.6	-0.002826154430478959
15.700000000000001	-0.0028261433866550332
15.8	-0.002826132272341645
15.9	-0.00282612108753608
16.0	-0.0028261098322394946
16.1	-0.002826098506456808
16.200000000000003	-0.002826087110185077
16.3	-0.002826075643428826
16.400000000000002	-0.002826064106188007
16.500000000000004	-0.002826052498467811
16.6	-0.0028260408202659586
16.700000000000003	-0.0028260290715823215
16.8	-0.0028260172524221527
16.900000000000002	-0.002826005362786722
17.000000000000004	-0.002825993402673574
17.1	-0.0028259813720903706
17.200000000000003	-0.002825969271031578
17.3	-0.002825957099505569
17.400000000000002	-0.002825944857508888
17.500000000000004	-0.0028259325450467236
17.6	-0.0028259201621199243
17.700000000000003	-0.002825907708727695
17.8	-0.002825895184875782
17.900000000000002	-0.0028258825905593263
18.000000000000004	-0.002825869925785863
18.1	-0.002825857190554689
18.200000000000003	-0.0028258443848675242
18.3	-0.0028258315087268467
18.400000000000002	-0.0028258185621322335
18.500000000000004	-0.0028258055450884356
18.6	-0.002825792457594445
18.700000000000003	-0.002825779299654827
18.8	-0.0028257660712680934
18.900000000000002	-0.002825752772437526
19.000000000000004	-0.002825739403164032
19.1	-0.0028257259634520515
19.200000000000003	-0.002825712453297765
19.300000000000004	-0.0028256988727098854
19.400000000000002	-0.0028256852216852002
19.500000000000004	-0.002825671500226165
19.6	-0.002825657708335334
