# GRASP V.7.15CD    Instrument:  ILL_d33 
  
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  DD144 LA 50 A RF- 
# Start: 17-Dec-16   17:26:40   End: 17-Dec-16   17:31:41 
  
# Sample - (Flip off): Sum 94208+94211+94213 , Loaded: 94208+94211+94213 
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  DD144 SA 50 A RF+ 
# Start: 17-Dec-16   17:31:41   End: 17-Dec-16   17:36:41 
  
# Sample + (Flip on): Sum 94209+94212+94214 , Loaded: 94209+94212+94214 
# Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Data Normalisation: Exposure Time (1) seconds 
# Attenuator: 0 is In.  Attenuation factor 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator2: is Out 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Background: Sum 94166:94171 , Loaded: 94166:94171 
# Cadmium: No Cadmium Subtraction 
  
# Transmissions:  Ts = 1.0034 +/- 0.0019488  Te = 0.70578 +/- 0.0012672 
# Foreground Image Only :  I_corr = I_s 
  
# Beam Centre1 :  Cx = 128.2559  Cy = 63.8996       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
  
# ***** Calibrations: ***** 
# Data: Corrected for D33 Detector Paralax 
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
# Data: Divided by Volume 0.2 cm3 
# Solid Angle Correction: 
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 1 
# Applying Default Instrument Mask 
# Applying User Defined Mask 
# Applying NanInf Mask 
# Intensity units are:  cm-1 \\ \Delta\Omega  
  
# ***** Analysis ***** 
# Averaging I vs. Q.  Bin size:  2 [Pixel(s)] 
 
 
# Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.020824	0.62066	0.00713243	0.0031262
0.0237776	0.436061	0.00618902	0.00316401
0.0264627	0.319235	0.00597279	0.00319636
0.0290515	0.20423	0.00459443	0.00323496
0.0316896	0.133005	0.0037587	0.00327707
0.0344239	0.0892401	0.00307956	0.00331768
0.0371963	0.064873	0.00270794	0.00337196
0.0400024	0.057957	0.00258885	0.00342447
0.0427664	0.0703055	0.00262664	0.00347671
0.0454267	0.0815917	0.00268759	0.00353623
0.048015	0.0943882	0.00265284	0.00358992
0.0507071	0.105916	0.00277842	0.00365229
0.0532704	0.104411	0.00266366	0.00371361
0.0558166	0.10606	0.00257822	0.00377169
0.0584023	0.0976944	0.00244273	0.00384012
0.0610548	0.0815718	0.00231818	0.00390584
0.0636026	0.0710105	0.00219487	0.00397363
0.0661128	0.0542299	0.00208005	0.00404154
0.0686588	0.040571	0.00194074	0.00399674
0.071204	0.0322393	0.00182697	0.0041449
0.0737366	0.0235023	0.00174788	0.00429232
0.0762548	0.0183937	0.00166715	0.00430995
0.0787969	0.0172395	0.00163752	0.00427603
0.081326	0.0169798	0.00161463	0.00441327
0.0838417	0.0176518	0.00161086	0.00454979
0.0863806	0.0225569	0.00158742	0.00455312
0.0889186	0.0198982	0.00155166	0.0046869
0.0916449	0.0231729	0.001475	0.00468363
0.094379	0.0244542	0.00150172	0.00482336
0.097035	0.0227709	0.00145514	0.0049591
0.0996542	0.0227511	0.00145648	0.00509296
0.10234	0.0211593	0.001373	0.00517435
0.105104	0.0218068	0.00135889	0.00516789
0.107838	0.017696	0.0013314	0.00530232
0.110513	0.0134357	0.00131946	0.00527563
0.113151	0.0127849	0.0012925	0.00540154
0.115781	0.0110895	0.0012662	0.0055271
0.1184	0.0101626	0.001257	0.00565211
0.121	0.00782092	0.00123584	0.00577626
0.123612	0.00829557	0.00120762	0.00590091
0.126215	0.00874078	0.00121818	0.00602518
0.128786	0.00728896	0.00120052	0.00614792
0.131345	0.00705866	0.00118754	0.00611547
0.133917	0.00807452	0.00116742	0.00623522
0.136509	0.00797169	0.00116931	0.00619107
0.139037	0.00971617	0.00116552	0.00630573
0.14155	0.00852241	0.00115609	0.00641967
0.144197	0.00898432	0.00109097	0.00653976
0.146895	0.00779474	0.00108841	0.00666209
0.149549	0.00509674	0.00106503	0.00678245
0.152129	0.00703697	0.00109279	0.00689948
0.154841	0.00768765	0.0010144	0.00697496
0.1576	0.00438209	0.001041	0.00709925
0.159579	0.00582194	0.00148054	0.00718839
