#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 16
#    # data points      = 11
#    # variables        = 2
#    chi-square         = 3.46252426
#    reduced chi-square = 0.38472492
#    Akaike info crit   = -8.71487133
#    Bayesian info crit = -7.91908079
#[[Variables]]
#    N:       1 (fixed)
#    logmu:   11.2527011 +/- 0.03811540 (0.34%) (init = 11)
#    logstd:  0.08145330 +/- 0.00269188 (3.30%) (init = 0.1)

#bin_center	count	error
6.865687443333334	0.017360413560049588	0.012275666152513957
7.34570673	0.0	0.0
7.825726016666668	0.0	0.0
8.305745303333333	0.0	0.0
8.785764590000001	0.0	0.0
9.265783876666667	0.026040620340074382	0.015034559163206788
9.745803163333335	0.10416248136029753	0.030069118326413576
10.22582245	0.25172599662071904	0.046744344070439835
10.705841736666667	0.39060930510111574	0.05822859725667001
11.185861023333334	0.39928951188114054	0.0588720267038894
11.66588031	0.4166499254411901	0.06013823665282715
12.145899596666666	0.24304578984069425	0.0459313369371247
12.625918883333334	0.1388833084803967	0.034720827120099176
13.105938170000002	0.06076144746017356	0.02296566846856235
13.585957456666666	0.034720827120099176	0.017360413560049588
