# GRASP V.7.15CD    Instrument:  ILL_d33 
  
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  PKM18 Vpol Col7.8 Det 8 RF- 
# Start: 10-Sep-15   14:32:01   End: 10-Sep-15   14:52:01 
  
# Sample - (Flip off): Sum 23570 , Loaded: 23570 
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  PKM18 Vpol Col7.8 Det 8 RF+ 
# Start: 10-Sep-15   14:52:01   End: 10-Sep-15   15:12:01 
  
# Sample + (Flip on): Sum 23571 , Loaded: 23571 
# Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Data Normalisation: Exposure Time (1) seconds 
# Attenuator: 0 is In.  Attenuation factor 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator2: is Out 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Background: Sum 23558+23559 , Loaded: 23558+23559 
# Cadmium: No Cadmium Subtraction 
  
# Transmissions:  Ts = 1.0373 +/- 0.0026691  Te = 0.8403 +/- 0.002096 
# Foreground Image Only :  I_corr = I_s 
  
# Beam Centre1 :  Cx = 127.6859  Cy = 64.446       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
  
# ***** Calibrations: ***** 
# Data: Corrected for D33 Detector Paralax 
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
# Data: Divided by Volume 0.2 cm3 
# Solid Angle Correction: 
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 1 
# Applying Default Instrument Mask 
# Applying User Defined Mask 
# Applying NanInf Mask 
# Intensity units are:  cm-1 \\ \Delta\Omega  
  
# ***** Analysis ***** 
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
# Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.00486835	0.396874	0.175173	0.0014893
0.00547667	0.520594	0.0741042	0.00149041
0.00555	0.419452	0.0620846	0.00149052
0.0061396	0.425585	0.0531384	0.00149544
0.00621576	0.350489	0.059672	0.00149654
0.00679352	0.448978	0.0444258	0.00150315
0.00687933	0.449299	0.0633061	0.00150393
0.00744175	0.429182	0.0411042	0.00150822
0.00752128	0.40833	0.0613076	0.00150873
0.00808959	0.433184	0.0397549	0.00151185
0.00817836	0.471551	0.055483	0.00151227
0.00874222	0.444878	0.035396	0.00151458
0.00883821	0.445033	0.0551403	0.00151555
0.0093899	0.355571	0.0319366	0.001525
0.00948494	0.32325	0.0554262	0.00152639
0.0100417	0.377232	0.0291236	0.00153343
0.010149	0.404224	0.0550474	0.00153461
0.0106936	0.37179	0.0275197	0.00153989
0.0108102	0.426809	0.0550191	0.00154089
0.0113415	0.354382	0.0268154	0.00154497
0.0114563	0.415058	0.0602882	0.00154577
0.0119891	0.340357	0.0255431	0.00155297
0.0121132	0.297584	0.0516564	0.0015554
0.0126409	0.361653	0.0243309	0.00156464
0.0127746	0.331141	0.0545187	0.00156672
0.0132887	0.347255	0.0232164	0.00157394
0.0134202	0.347247	0.0583887	0.00157561
0.0139362	0.274124	0.0212178	0.00158158
0.0140774	0.294962	0.0475776	0.00158307
0.0145879	0.277974	0.0201983	0.001588
0.0147389	0.271944	0.0470392	0.00159044
0.0152357	0.287295	0.0194015	0.00160143
0.0153843	0.284986	0.0531941	0.00160441
0.0158831	0.306594	0.0191635	0.00161357
0.0160416	0.308731	0.0454992	0.00161624
0.0165348	0.265523	0.018002	0.00162387
0.0167032	0.295196	0.0470152	0.00162627
0.0171825	0.248877	0.0172518	0.0016326
0.0173593	0.134566	0.035928	0.00163477
0.0178298	0.229891	0.0165561	0.00164348
0.0180169	0.195898	0.0379862	0.00164802
0.0184815	0.233555	0.0156717	0.00165845
0.0186673	0.175364	0.0396406	0.00166231
0.0191331	0.217182	0.0148989	0.00167129
0.0193322	0.198887	0.0388602	0.00167486
0.0197805	0.198215	0.013938	0.00168236
0.0199863	0.232907	0.0362766	0.00168558
0.020428	0.201745	0.0137741	0.00169206
0.0206314	0.180773	0.0355484	0.00169628
0.0210796	0.183342	0.0132003	0.00170808
0.0212962	0.2107	0.0383984	0.00171339
0.0217269	0.166512	0.0129449	0.00172328
0.0219503	0.2019	0.0347463	0.00172808
0.0223743	0.133809	0.0118966	0.00173664
0.0225953	0.201857	0.0358896	0.00174084
0.0230258	0.150564	0.0119413	0.00174855
0.02326	0.152389	0.0343775	0.00175251
0.0236731	0.105075	0.0109448	0.00176194
0.0240248	0.115016	0.0241469	0.00177172
0.0243325	0.128962	0.0113178	0.00177976
0.0247122	0.120667	0.0219749	0.00178908
0.0249903	0.134204	0.0116377	0.00179552
0.0253776	0.13765	0.0217912	0.001804
0.0256405	0.102936	0.0107211	0.00180944
0.026025	0.103573	0.0193485	0.001817
0.0262907	0.0945441	0.0104064	0.00182197
0.0266986	0.099421	0.0175513	0.00183311
0.0269483	0.115365	0.0109382	0.0018404
0.0273577	0.072561	0.0168724	0.00185171
0.0275981	0.0886404	0.010449	0.001858
0.0280029	0.10228	0.0160563	0.00186808
0.0282478	0.0921186	0.0101514	0.00187387
0.0286672	0.0681775	0.0131929	0.0018833
0.0289111	0.0931675	0.0103846	0.00188853
0.0293415	0.0651756	0.0129396	0.00189744
0.029571	0.0658429	0.010248	0.00190481
0.0299897	0.0661169	0.0118406	0.00191758
0.030221	0.049354	0.00984466	0.00192429
0.0306446	0.0355589	0.0101954	0.001936
0.0308872	0.0458261	0.0101807	0.00194239
0.0312963	0.0444737	0.0103218	0.00195267
0.0315373	0.0727063	0.0101006	0.00195847
0.0319525	0.0431954	0.0101906	0.00196801
0.0321913	0.0599166	0.0105131	0.00197327
0.0326001	0.0681134	0.00997894	0.00198595
0.0328507	0.0269415	0.00958319	0.00199389
0.0332565	0.051593	0.00931796	0.00200618
0.0335144	0.0531658	0.00997323	0.00201364
0.0339137	0.0249403	0.00890369	0.00202469
0.03417	0.0363199	0.00954513	0.00203148
0.0345687	0.0413199	0.00873459	0.00204162
0.0348288	0.0341952	0.00947748	0.00204797
0.0352133	0.0457198	0.00856981	0.00205719
0.0354789	0.0497294	0.00994341	0.00206626
0.0358666	0.0352196	0.00843268	0.00207895
0.036139	0.04556	0.00979583	0.00208749
0.0365158	0.0280496	0.00781614	0.00209883
0.036789	0.0447718	0.00954931	0.00210672
0.0371634	0.0326355	0.00762977	0.00211712
0.0374437	0.0254461	0.00922661	0.00212461
0.0378159	0.0365169	0.00772287	0.00213419
0.038104	0.00944765	0.00899339	0.00214132
0.0384675	0.0125592	0.00701923	0.00215378
0.0387587	0.0302019	0.00930991	0.00216358
0.0391126	0.0268195	0.00706443	0.00217503
0.0394088	0.0269517	0.00943402	0.00218425
0.0397612	0.0265392	0.00691436	0.00219482
0.0400691	0.0280047	0.00955843	0.00220372
0.0403181	0.029773	0.0145833	0.00221069
