# GRASP V.7.15CD    Instrument:  ILL_d33 
  
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  KWI338 Vpol Col5.3 Det 2 RF- 
# Start: 10-Sep-15   13:52:06   End: 10-Sep-15   14:02:06 
  
# Sample - (Flip off): Sum 23567 , Loaded: 23567 
# ***** Sanpol Worksheets I+, I- ***** 
# Subtitle:  KWI338 Vpol Col5.3 Det 2 RF+ 
# Start: 10-Sep-15   14:02:06   End: 10-Sep-15   14:12:06 
  
# Sample + (Flip on): Sum 23568 , Loaded: 23568 
# Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
# Data Normalisation: Exposure Time (1) seconds 
# Attenuator: 0 is In.  Attenuation factor 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator: 0 is In. Up-scaling data by 1 
# Attenuator2: is Out 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Attenuator2: Up-scaling data by 1 
# Background: Sum 23561+23562 , Loaded: 23561+23562 
# Cadmium: No Cadmium Subtraction 
  
# Transmissions:  Ts = 0.99567 +/- 0.0017233  Te = 0.88085 +/- 0.001477 
# Foreground Image Only :  I_corr = I_s 
  
# Beam Centre1 :  Cx = 127.9407  Cy = 65.4408       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
# Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
  
# ***** Calibrations: ***** 
# Data: Corrected for D33 Detector Paralax 
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
# Data: Divided by Volume 0.2 cm3 
# Solid Angle Correction: 
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 1 
# Applying Default Instrument Mask 
# Applying User Defined Mask 
# Applying NanInf Mask 
# Intensity units are:  cm-1 \\ \Delta\Omega  
  
# ***** Analysis ***** 
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
 
 
# Mod_Q   	I       	Err_I   	Sigma_Q
 
 
0.0209619	0.229269	0.00590784	0.00285725
0.0232039	0.189373	0.00983727	0.00288958
0.0235217	0.198665	0.00627561	0.00289405
0.025726	0.188711	0.00724879	0.00291932
0.0260152	0.173132	0.00721305	0.00292362
0.0282659	0.169634	0.00536293	0.00296371
0.0286389	0.167548	0.00817402	0.00296913
0.0307733	0.156528	0.00448249	0.00300195
0.03119	0.163171	0.0125188	0.00301071
0.0332584	0.133579	0.00397709	0.00304759
0.0357682	0.12398	0.00348119	0.00309499
0.0382047	0.104786	0.00327739	0.00314065
0.0406423	0.0844697	0.00310511	0.00319438
0.0431501	0.075434	0.00279645	0.00324286
0.045243	0.07419	0.00613046	0.00329582
0.0456669	0.0677583	0.00303381	0.00330529
0.0477206	0.0604447	0.00497559	0.00334917
0.0481323	0.0548814	0.00304851	0.00336074
0.0502956	0.0488529	0.00327438	0.00341488
0.0507587	0.0541646	0.0033653	0.0034252
0.0528018	0.0450635	0.00280059	0.00347663
0.0532793	0.0415297	0.003894	0.0034897
0.0553098	0.0354881	0.00239129	0.00353987
0.055875	0.0394681	0.00498423	0.00355247
0.0577917	0.0307506	0.00218868	0.0036075
0.058398	0.0307561	0.00475752	0.00362381
0.0602908	0.0269003	0.00202287	0.00367026
0.0609684	0.0261258	0.00838596	0.00369102
0.0627778	0.0212974	0.00187904	0.00374371
0.0635693	0.0265541	0.0109006	0.00376469
0.0652638	0.0213508	0.00177893	0.00381128
0.0672397	0.0185144	0.00485674	0.00388205
0.0677624	0.0184903	0.00189176	0.00391223
0.0697305	0.0200334	0.0035832	0.00402586
0.0703077	0.0210072	0.00190436	0.00405918
0.0723094	0.017604	0.00242461	0.00417475
0.0729053	0.0167451	0.00227207	0.00420916
0.0748007	0.0169924	0.00213159	0.0041909
0.075414	0.0214301	0.00259267	0.00422526
0.0772936	0.0177473	0.00191777	0.00415473
0.0780207	0.0177324	0.00260509	0.00419382
0.0797776	0.0164419	0.00180173	0.00428826
0.0805201	0.0174027	0.00304961	0.00432817
0.0822636	0.0172904	0.00170617	0.00442188
0.0830247	0.0208847	0.00370551	0.0044628
0.0847512	0.0185807	0.00162153	0.0045556
0.0857428	0.0175506	0.00348985	0.0046089
0.0872518	0.0141034	0.00156327	0.00455288
0.0888832	0.0215706	0.00293916	0.00463801
0.0898075	0.0196532	0.00167842	0.00454071
0.091616	0.0177557	0.00249886	0.00463214
0.0923845	0.0138171	0.00169578	0.004671
0.0941652	0.0192747	0.00206367	0.00476104
0.0949641	0.0198761	0.00188704	0.00480143
0.0967508	0.0163764	0.00179246	0.00489176
0.0975448	0.0203123	0.00215036	0.00493191
0.0992434	0.0183128	0.0016756	0.00501779
0.100129	0.0185229	0.00230228	0.00506257
0.101716	0.0142775	0.00155253	0.00511481
0.102616	0.0126282	0.00250107	0.00516008
0.104189	0.0153482	0.00147124	0.00509343
0.105156	0.0157319	0.00272496	0.0051407
0.106679	0.0154235	0.00141485	0.0050615
0.108125	0.0174194	0.00226884	0.00513012
0.109274	0.0154973	0.00145726	0.00518459
0.11093	0.0149671	0.00205417	0.00526319
0.111856	0.0111171	0.00148458	0.00530713
