# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  AH11 RF off 8m
# Start: 22-Apr-18   16:04:22   End: 22-Apr-18   16:24:22

# Sample - (Flip off):  213434 , Loaded: 213434,213446,213464,213476,213480,213492,213496,213508,213512
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  AH11 RF on 8m
# Start: 22-Apr-18   16:24:22   End: 22-Apr-18   16:44:22

# Sample + (Flip on):  213435 , Loaded: 213435, 213447,213465,213477,213481,213489,213497,213509,213513
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213452 , Loaded: 213452,213453
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 0.99545 +/- 0.0049653  Te = 0.82099 +/- 0.0039031
# Foreground Image Only :  I_corr = I_s

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 2
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.00727157	1.22453	0.0428399	0.00169084
0.0077516	1.17165	0.0356854	0.00169084
0.00818156	1.19002	0.035999	0.00169084
0.00861185	1.14351	0.0353035	0.00169083
0.00904241	1.14583	0.0346629	0.00169083
0.00947321	1.12852	0.0346897	0.00169083
0.00990422	1.06901	0.0335156	0.00169083
0.0103354	1.10961	0.033953	0.00169083
0.0107667	1.11539	0.0339715	0.00169082
0.0111982	1.07029	0.0331652	0.00169082
0.0116298	1.03927	0.032841	0.00169082
0.0120615	1.02222	0.0323703	0.00169081
0.0125222	0.990812	0.0284031	0.00169081
0.0129377	0.992881	0.026156	0.00169081
0.0133681	1.00775	0.0265388	0.00169291
0.0137987	0.952715	0.0255391	0.00169502
0.0142294	0.943842	0.0252263	0.0016968
0.0146944	0.899451	0.0230402	0.00169843
0.0151631	0.894169	0.0247695	0.00169983
0.0155942	0.861989	0.024168	0.00170096
0.0160254	0.847435	0.0242901	0.00170195
0.0164567	0.830682	0.0239999	0.00170283
0.0168881	0.843042	0.0242356	0.00170361
0.0173424	0.820199	0.0221539	0.00170436
0.0177644	0.769661	0.0199421	0.00170498
0.0181949	0.758299	0.0197747	0.00170556
0.0186254	0.740275	0.0195425	0.00170609
0.019056	0.726649	0.0193703	0.00170657
0.0194867	0.70809	0.0188653	0.00170701
0.0199175	0.670813	0.0186716	0.00170742
0.0203484	0.664208	0.0186018	0.0017078
0.0207794	0.65541	0.0182523	0.00170815
0.0212104	0.630032	0.0181251	0.00170848
0.0216415	0.597003	0.0179468	0.00170879
0.0220727	0.595348	0.0177075	0.00170907
0.0225316	0.581185	0.0155801	0.00170935
0.0229823	0.56685	0.0147586	0.00170961
0.0234362	0.539402	0.0152642	0.00170986
0.0238667	0.514567	0.0147108	0.00171008
0.0242972	0.486461	0.0144714	0.00171028
0.0247279	0.479913	0.0145253	0.00171048
0.0251586	0.462644	0.0141537	0.00171066
0.0255894	0.450124	0.0139218	0.00171084
0.0260202	0.444167	0.0138403	0.00171107
0.026451	0.42039	0.0135307	0.00171347
0.026882	0.40723	0.0133356	0.00171568
0.0273129	0.382268	0.0131654	0.00171773
0.0277363	0.374433	0.0118038	0.00171959
0.0281666	0.347339	0.0115466	0.00172136
0.028597	0.339448	0.0114043	0.001723
0.0290273	0.333807	0.0113038	0.00172454
0.0294578	0.314338	0.0110971	0.00172598
0.0299254	0.276412	0.00979966	0.00172745
0.0303903	0.259637	0.0104295	0.00172881
0.0308209	0.256838	0.0103839	0.00173
0.0312515	0.247062	0.0102536	0.00173112
0.0316822	0.245209	0.0101118	0.00173218
0.0321129	0.237259	0.00996463	0.00173318
0.0325469	0.241852	0.00937491	0.00173414
0.0329727	0.208836	0.00896473	0.00173503
0.0334028	0.199419	0.00885562	0.00173589
0.033833	0.18277	0.00852207	0.0017367
0.0342633	0.165205	0.00848954	0.00173748
0.0346935	0.153355	0.00838325	0.00173822
0.0351239	0.163629	0.00834526	0.00173893
0.0355542	0.155165	0.00813208	0.0017396
0.0359846	0.149282	0.00804596	0.00174025
0.036415	0.138441	0.00806185	0.00174087
0.0368797	0.128698	0.00728285	0.00174151
0.03736	0.121752	0.007257	0.00174215
0.0377983	0.12451	0.00710514	0.0017427
0.0382282	0.120806	0.00705093	0.00174322
0.0386582	0.104179	0.00687117	0.00174372
0.0390882	0.0948384	0.00693091	0.00174463
0.0395183	0.0985545	0.00674066	0.00174725
0.0399614	0.0967628	0.00653159	0.0017498
0.0404054	0.0796574	0.00659833	0.00175223
0.0408355	0.084964	0.00664568	0.00175448
0.0412657	0.0756482	0.00644814	0.00175661
0.0416958	0.0703838	0.00644815	0.00175865
0.042126	0.0653494	0.00649451	0.0017606
0.0425643	0.0660249	0.00594144	0.00176249
0.042994	0.0635122	0.00599039	0.00176427
0.0434237	0.0697247	0.00607624	0.00176598
0.0438871	0.0551255	0.00535686	0.00176774
0.0443548	0.0527676	0.00574444	0.00176943
0.0447846	0.0520362	0.00578844	0.00177093
0.0452144	0.0526639	0.00575724	0.00177237
0.0456442	0.0528958	0.0057861	0.00177375
0.0460741	0.0410856	0.00569958	0.00177509
0.0465039	0.0439846	0.00574424	0.00177637
0.0469338	0.0460763	0.00567258	0.00177761
0.0473738	0.0362438	0.00530891	0.00177883
0.0478026	0.0401076	0.00527552	0.00177998
0.048232	0.0345847	0.00530291	0.00178109
0.048672	0.0416521	0.00528276	0.00178219
0.0491125	0.0386336	0.00541019	0.00178325
0.049542	0.0428432	0.00535473	0.00178425
0.0499916	0.0446885	0.00501897	0.00178527
0.0504438	0.0518774	0.0053627	0.00178626
0.0508733	0.0474385	0.00526443	0.00178716
0.0513029	0.0508812	0.00516928	0.00178804
0.0517324	0.0387089	0.00530506	0.0017889
