# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  test RF off 2m
# Start: 22-Apr-18   16:50:03   End: 22-Apr-18   17:00:04

# Sample - (Flip off):  213438 , Loaded: 213438,213442,213460,213472,213484,213488,213500,213504,213516
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  test RF on 2m
# Start: 22-Apr-18   17:00:04   End: 22-Apr-18   17:10:04

# Sample + (Flip on):  213439 , Loaded: 213439,213443,213461,213473,213485,213489,213501,213505,213517
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213454 , Loaded: 213454,213455
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 0.99352 +/- 0.0053448  Te = 0.82939 +/- 0.0042604
# Applying (I_fore+I_back)/2

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 2
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.0291269	0.239081	0.00304535	0.00385367
0.0324174	0.168034	0.00358614	0.00386122
0.0326772	0.166297	0.00305281	0.00386167
0.0358422	0.11429	0.00265612	0.00386615
0.0361019	0.109456	0.00293511	0.00386645
0.0392692	0.0739795	0.00208175	0.00386948
0.0395867	0.0793759	0.00263638	0.00386973
0.042696	0.0596456	0.00177094	0.00387184
0.0430771	0.0561823	0.00249145	0.00387206
0.0461236	0.0510585	0.00159178	0.00387359
0.046565	0.0531974	0.0024149	0.00387378
0.04955	0.0586524	0.00150495	0.0038749
0.0499863	0.0651751	0.00317551	0.00387504
0.0529764	0.0666622	0.00146867	0.00388039
0.0534746	0.0689509	0.00317031	0.00388264
0.0564011	0.0761252	0.00144031	0.003894
0.0569621	0.0747644	0.00321126	0.00389588
0.059825	0.0834084	0.00141919	0.00390425
0.0603747	0.0811088	0.00468246	0.00390566
0.0632469	0.0809789	0.00132959	0.00391221
0.0638653	0.0779754	0.00465121	0.00391347
0.0666675	0.0818531	0.00127948	0.00391856
0.0673423	0.0851978	0.00475056	0.00391966
0.0700857	0.0757253	0.00120076	0.00392371
0.0735023	0.0667943	0.00116096	0.00392795
0.0769162	0.057605	0.00107048	0.00393149
0.0803281	0.0496777	0.000994647	0.00394464
0.0836874	0.041292	0.0009586	0.00395923
0.087093	0.0337168	0.000918562	0.00397156
0.0904961	0.0308182	0.000876524	0.00398194
0.0934204	0.0262385	0.00169094	0.00398963
0.0939991	0.0273676	0.00102126	0.00399104
0.0968322	0.0262879	0.00133009	0.00399743
0.0975169	0.0245445	0.00108942	0.00399887
0.100234	0.0247783	0.00119467	0.00400418
0.101002	0.0258997	0.00113096	0.00400558
