# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  AH11 RF off 8m
# Start: 22-Apr-18   16:04:22   End: 22-Apr-18   16:24:22

# Sample - (Flip off):  213434 , Loaded: 213434,213446,213464,213476,213480,213492,213496,213508,213512
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  AH11 RF on 8m
# Start: 22-Apr-18   16:24:22   End: 22-Apr-18   16:44:22

# Sample + (Flip on):  213435 , Loaded: 213435, 213447,213465,213477,213481,213489,213497,213509,213513
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213452 , Loaded: 213452,213453
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 0.99545 +/- 0.0049653  Te = 0.82099 +/- 0.0039031
# Applying (I_fore+I_back)/2

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 2
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.00740308	0.908194	0.019155	0.00169084
0.00823259	0.852831	0.0435052	0.00169084
0.00828552	0.851737	0.0183605	0.00169084
0.00910142	0.885244	0.0322642	0.00169083
0.00915549	0.829087	0.019679	0.00169083
0.00996969	0.825072	0.0276484	0.00169083
0.0100348	0.797115	0.0183771	0.00169083
0.0108374	0.779549	0.0246629	0.00169082
0.010915	0.771824	0.0171984	0.00169082
0.0117058	0.793026	0.0222302	0.00169082
0.011795	0.743266	0.0158922	0.00169082
0.0125735	0.729599	0.0199002	0.00169081
0.0126602	0.736059	0.0164508	0.00169081
0.013442	0.667119	0.0180817	0.0016933
0.0135403	0.682852	0.0152877	0.0016938
0.01431	0.632569	0.0167061	0.0016971
0.0144208	0.660689	0.014753	0.0016975
0.0151754	0.612222	0.0163932	0.00169987
0.01528	0.641939	0.0143498	0.00170015
0.0160463	0.623162	0.0150056	0.00170199
0.0161662	0.62037	0.0137099	0.00170225
0.0169116	0.598139	0.014762	0.00170365
0.0170404	0.546276	0.0123529	0.00170387
0.0177827	0.528184	0.0130365	0.00170501
0.0179113	0.512694	0.0128663	0.00170518
0.0186478	0.526085	0.0133876	0.00170611
0.0187855	0.510078	0.0119053	0.00170627
0.0195189	0.50166	0.0117785	0.00170705
0.019672	0.483107	0.0116542	0.00170719
0.0203838	0.449167	0.0112494	0.00170783
0.0205461	0.466031	0.0105918	0.00170797
0.0212551	0.418692	0.0102049	0.00170851
0.0214169	0.416679	0.010997	0.00170863
0.0221199	0.408756	0.0102797	0.0017091
0.0222907	0.40295	0.0101466	0.00170921
0.0229911	0.377243	0.00936632	0.00170962
0.0231776	0.363502	0.00972111	0.00170972
0.0238557	0.327794	0.00905207	0.00171007
0.0240355	0.32855	0.00940106	0.00171016
0.0247238	0.321524	0.00853287	0.00171048
0.0249152	0.313615	0.00903573	0.00171056
0.0255914	0.286788	0.00806878	0.00171084
0.0257956	0.28421	0.00838192	0.00171092
0.0264559	0.283309	0.00784833	0.0017135
0.0266692	0.280527	0.00783948	0.00171461
0.0273269	0.229277	0.00716245	0.00171779
0.0275398	0.23445	0.0078428	0.00171874
0.0281912	0.226982	0.00701663	0.00172145
0.0284133	0.224616	0.0074113	0.00172231
0.0290622	0.222518	0.00678866	0.00172466
0.0292997	0.210121	0.00718856	0.00172546
0.0299263	0.191512	0.00645909	0.00172745
0.030157	0.178619	0.00690369	0.00172814
0.0307973	0.174899	0.00594441	0.00172993
0.0310434	0.181638	0.0066845	0.00173058
0.0316612	0.159532	0.00587022	0.00173212
0.0319164	0.140416	0.00609866	0.00173273
0.0325321	0.138857	0.0054114	0.0017341
0.0327867	0.127238	0.0063736	0.00173464
0.0333959	0.122358	0.00541835	0.00173587
0.0336597	0.117867	0.00592945	0.00173638
0.0342666	0.12126	0.00497351	0.00173748
0.0345459	0.111762	0.00590317	0.00173797
0.0351302	0.100189	0.00485432	0.00173894
0.0354188	0.100128	0.00525346	0.0017394
0.0360009	0.0841305	0.00458454	0.00174028
