# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF off 8m
# Start: 22-Apr-18   17:52:05   End: 22-Apr-18   18:12:05

# Sample - (Flip off):  213446 , Loaded: 213434,213446,213464,213476,213480,213492,213496,213508,213512
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF on 8m
# Start: 22-Apr-18   18:12:05   End: 22-Apr-18   18:32:06

# Sample + (Flip on):  213447 , Loaded: 213435, 213447,213465,213477,213481,213489,213497,213509,213513
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213453 , Loaded: 213452,213453
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 0.99288 +/- 0.0049556  Te = 0.82099 +/- 0.0039031
# Applying (I_fore+I_back)/2

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 3
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.00740339	0.572395	0.015709	0.00169091
0.00823293	0.522995	0.035215	0.00169091
0.00828587	0.550813	0.0150384	0.00169091
0.0091018	0.50236	0.0251741	0.0016909
0.00915587	0.506366	0.0157267	0.0016909
0.00997011	0.490206	0.0219127	0.0016909
0.0100352	0.490376	0.0146018	0.0016909
0.0108379	0.457732	0.0194012	0.00169089
0.0109154	0.484276	0.0138222	0.00169089
0.0117062	0.430771	0.0172593	0.00169089
0.0117955	0.453212	0.0129032	0.00169089
0.0125741	0.430919	0.0158147	0.00169088
0.0126608	0.445777	0.0128127	0.00169088
0.0134426	0.438011	0.0148576	0.00169337
0.0135409	0.416602	0.0122999	0.00169387
0.0143106	0.397567	0.0135112	0.00169717
0.0144214	0.406038	0.0118159	0.00169757
0.0151761	0.379438	0.0135504	0.00169994
0.0152806	0.388308	0.0116107	0.00170022
0.0160469	0.373129	0.0120575	0.00170206
0.0161669	0.366213	0.0109929	0.00170232
0.0169123	0.355821	0.0120664	0.00170373
0.0170411	0.340773	0.0100897	0.00170394
0.0177834	0.316238	0.0106179	0.00170508
0.017912	0.317495	0.0104672	0.00170526
0.0186486	0.342685	0.010929	0.00170618
0.0187863	0.310004	0.00990945	0.00170634
0.0195197	0.321742	0.00990061	0.00170712
0.0196728	0.307458	0.00973976	0.00170727
0.0203847	0.284637	0.00955855	0.0017079
0.020547	0.275086	0.00887249	0.00170804
0.021256	0.262585	0.008594	0.00170859
0.0214178	0.268208	0.00925073	0.0017087
0.0221208	0.27318	0.00877262	0.00170917
0.0222916	0.255156	0.00856212	0.00170928
0.0229921	0.249488	0.00800604	0.00170969
0.0231786	0.237191	0.00832454	0.00170979
0.0238567	0.216049	0.00764909	0.00171014
0.0240365	0.22257	0.00821539	0.00171023
0.0247248	0.20661	0.00745952	0.00171055
0.0249163	0.21519	0.0077712	0.00171063
0.0255925	0.197197	0.0070798	0.00171091
0.0257967	0.192854	0.00732008	0.00171099
0.026457	0.178577	0.0068589	0.00171357
0.0266703	0.185276	0.00684064	0.00171468
0.027328	0.159407	0.00636083	0.00171786
0.0275409	0.154188	0.00698034	0.00171882
0.0281924	0.151241	0.00639674	0.00172153
0.0284145	0.150458	0.00650278	0.00172239
0.0290635	0.140927	0.0059013	0.00172473
0.0293009	0.139236	0.00648045	0.00172553
0.0299276	0.142277	0.00581811	0.00172752
0.0301582	0.120468	0.00627961	0.00172821
0.0307986	0.122598	0.0053803	0.00173
0.0310447	0.107237	0.00597061	0.00173065
0.0316625	0.119179	0.00533771	0.0017322
0.0319178	0.112014	0.00567963	0.0017328
0.0325335	0.104699	0.00504167	0.00173418
0.0327881	0.0979752	0.00570807	0.00173472
0.0333972	0.0815325	0.00483363	0.00173594
0.0336611	0.0871641	0.00542112	0.00173645
0.034268	0.0771967	0.00458938	0.00173756
0.0345474	0.0775673	0.00550163	0.00173804
0.0351316	0.0736988	0.0045936	0.00173901
0.0354202	0.0798417	0.00495839	0.00173947
0.0360024	0.0682051	0.00425157	0.00174035
0.0362902	0.0677355	0.00507504	0.00174077
0.0368658	0.0546836	0.00429752	0.00174157
0.0371628	0.0614468	0.00488765	0.00174196
0.0377364	0.0521356	0.00410512	0.00174269
0.038049	0.0494219	0.00487894	0.00174308
0.0385996	0.0553044	0.00396936	0.00174372
0.0389052	0.047469	0.00474683	0.00174407
0.0394701	0.0452988	0.0038495	0.00174702
0.039791	0.050437	0.0045614	0.0017489
0.0403331	0.0365373	0.00380305	0.00175191
0.0406633	0.0372787	0.00444438	0.00175366
0.0412034	0.0330201	0.0036689	0.00175637
0.0415492	0.0258949	0.00436208	0.00175803
0.0420662	0.0294532	0.0036438	0.0017604
0.0424049	0.0322641	0.00435253	0.00176188
0.0429364	0.031469	0.00351023	0.0017641
0.0432906	0.0285457	0.00434673	0.00176552
0.043799	0.0229415	0.00349323	0.00176747
0.0441624	0.0429905	0.00425325	0.00176881
0.044669	0.026985	0.00341297	0.0017706
0.0450316	0.0245777	0.00432597	0.00177183
0.0455353	0.0215931	0.0033757	0.00177348
0.04591	0.0271427	0.00424574	0.00177465
0.0464013	0.0238369	0.00335385	0.00177614
0.0467807	0.0150726	0.00420046	0.00177724
0.0472659	0.0235827	0.00320791	0.0017786
0.0476576	0.026598	0.00420581	0.00177966
0.0481331	0.0249485	0.00330976	0.0017809
0.0485288	0.0140444	0.00413886	0.0017819
0.0490028	0.0244017	0.00313529	0.00178306
0.0493976	0.0289451	0.00435789	0.00178399
0.0498559	0.019616	0.00306434	0.00178504
0.0502685	0.0171965	0.00410737	0.00178595
0.0507264	0.0217608	0.00304999	0.00178693
0.0511372	0.0226056	0.00417431	0.00178778
0.0515875	0.0210278	0.00312248	0.00178868
0.0518614	0.0225928	0.0068725	0.00178922
