#File generated by ModelExp v0.6.0
#Generated at 2018-12-14 13:29:55.673794
#Fit range: 0.01 .. 1

#[[Data]] p_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34	0.0	0.3617565417581673
3.7840000000000003	8.34	3.7840000000000003	0.3617565417581673
3.7840000000000003	7.0	3.7840000000000003	1.3150000000000002
5.4	7.0	5.4	1.3150000000000002
5.4	0.078	5.4	0.0
7.215999999999999	0.078	7.215999999999999	0.0
7.215999999999999	5.66	7.215999999999999	0.0
17.216	5.66	17.216	0.0

#[[Data]] m_la
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34	0.0	0.3617565417581673
3.7840000000000003	8.34	3.7840000000000003	0.3617565417581673
3.7840000000000003	7.0	3.7840000000000003	1.3150000000000002
5.4	7.0	5.4	1.3150000000000002
5.4	0.078	5.4	0.0
7.215999999999999	0.078	7.215999999999999	0.0
7.215999999999999	5.66	7.215999999999999	0.0
17.216	5.66	17.216	0.0

#[[Data]] p_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34	0.0	0.3617565417581673
3.7840000000000003	8.34	3.7840000000000003	0.3617565417581673
3.7840000000000003	7.0	3.7840000000000003	1.3150000000000002
5.4	7.0	5.4	1.3150000000000002
5.4	0.078	5.4	0.0
7.215999999999999	0.078	7.215999999999999	0.0
7.215999999999999	5.66	7.215999999999999	0.0
17.216	5.66	17.216	0.0

#[[Data]] m_sa
#r / nm	SLD / 1e-6 A-2	rMag / nm	SLDmag / 1-6 A-2
0.0	8.34	0.0	0.3617565417581673
3.7840000000000003	8.34	3.7840000000000003	0.3617565417581673
3.7840000000000003	7.0	3.7840000000000003	1.3150000000000002
5.4	7.0	5.4	1.3150000000000002
5.4	0.078	5.4	0.0
7.215999999999999	0.078	7.215999999999999	0.0
7.215999999999999	5.66	7.215999999999999	0.0
17.216	5.66	17.216	0.0
