# GRASP V.7.09CD    Instrument:  ILL_d33

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  DD67 50 A Rf-
# Start: 09-Jun-16   02:37:20   End: 09-Jun-16   02:47:20

# Sample - (Flip off):  3529 , Loaded: 3508, 3511, 3514, 3517, 3520, 3523, 3526,3529
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  DD67 50 A Rf+
# Start: 09-Jun-16   02:47:20   End: 09-Jun-16   02:57:21

# Sample + (Flip on):  3530 , Loaded: 3509, 3512, 3515, 3518, 3521, 3524,3527, 3530
# Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Attenuator2: Up-scaling data by 1
# Background:  2354 , Loaded: 2352+2353+2354
# Cadmium:  2340 , Loaded: 2339+2340
# Applying cadmium SANS data correction:  I = I - I_cd

# Transmissions:  Ts = 0.9987 +/- 0.0025947  Te = 0.81 +/- 0
# Foreground Image Only :  I_corr = I_s

# Beam Centre1 :  Cx = 128.7054  Cy = 65.1542       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm]
# Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D33 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.1 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 9
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q


0.0167293	3.25851	0.0821538	0.00276453
0.0183211	3.02524	0.0716213	0.00278442
0.0188202	2.99742	0.122167	0.00279101
0.0203951	2.5096	0.0585825	0.00280773
0.0209119	2.33755	0.108494	0.00281219
0.0224636	2.02818	0.0478822	0.00283384
0.0229979	1.85546	0.0959523	0.0028424
0.0245274	1.52294	0.0406067	0.00286283
0.025052	1.38167	0.102273	0.00286872
0.0265904	1.13564	0.0332128	0.00289191
0.0271445	1.062	0.0923497	0.00290228
0.0286507	0.809894	0.027401	0.00292637
0.0292366	0.751954	0.082457	0.00293441
0.0307094	0.589809	0.0241248	0.00295816
0.0313311	0.539314	0.0717724	0.00297132
0.0327678	0.382146	0.02	0.0029978
0.0341815	0.270336	0.0387463	0.00301957
0.0349199	0.27133	0.0193196	0.00303441
0.0362678	0.219004	0.0334199	0.00306444
0.0369999	0.153146	0.0178697	0.00307883
0.0383765	0.173344	0.0281153	0.00310289
0.0391023	0.120533	0.0173963	0.00311752
0.0404423	0.145903	0.025845	0.00315009
0.0411745	0.106891	0.016503	0.00316598
0.0425919	0.131038	0.0250636	0.00319357
0.0432463	0.148788	0.0167144	0.00320644
0.0446425	0.121789	0.0239815	0.00324301
0.0453196	0.204519	0.0174505	0.00325899
0.0467151	0.232688	0.0238195	0.00328888
0.0473802	0.229601	0.0181543	0.00330185
0.0487453	0.257297	0.0243376	0.00333955
0.0494265	0.309875	0.0184674	0.00335693
0.0508196	0.311466	0.0234456	0.00338938
0.0515078	0.361446	0.0192622	0.00340406
0.0528722	0.362505	0.0233783	0.0034421
0.0535449	0.366391	0.0199074	0.00346041
0.0549237	0.395779	0.0230031	0.00349492
0.0556056	0.368224	0.0195046	0.00351064
0.0570191	0.378556	0.0210033	0.00355018
0.0576898	0.386483	0.0199692	0.00356946
0.059131	0.374487	0.018537	0.00360765
0.0597893	0.420173	0.0235095	0.00362378
0.0612018	0.349716	0.0170619	0.00366394
0.0618873	0.344014	0.0234111	0.00368453
0.0632693	0.336386	0.0160373	0.00372305
0.0639875	0.340949	0.0229928	0.00374163
0.065322	0.345486	0.0155503	0.00377994
0.0660817	0.278095	0.0235833	0.00380371
0.0673732	0.284578	0.0145291	0.00374124
0.0681277	0.296973	0.0247609	0.00378313
0.0694373	0.237859	0.0133304	0.00385586
0.0702946	0.198982	0.0232258	0.00390346
0.0715003	0.221198	0.0131126	0.00397042
0.0725985	0.158417	0.0191943	0.0040314
0.0736364	0.145171	0.0126005	0.00408903
0.0747457	0.164875	0.0184213	0.00401778
0.075714	0.133878	0.0122708	0.00406983
0.0768436	0.127291	0.0173433	0.00413054
0.0777911	0.0916321	0.0117959	0.00418147
0.0789339	0.0616202	0.0153595	0.00411884
0.0798529	0.0734513	0.0117058	0.0041668
0.0810181	0.0666042	0.0147026	0.00420601
0.0819403	0.0926321	0.0118012	0.00425388
0.0831307	0.0660209	0.0144843	0.00431568
0.0840104	0.0541975	0.0112602	0.00436135
0.0851871	0.0525745	0.0139181	0.00442244
0.0860648	0.0587295	0.011197	0.004468
