#GRASP V.7.09CD    Instrument:  ILL_d33 
#  
#***** Sanpol Worksheets I+, I- ***** 
#Subtitle:  DD67 0 A Rf- 
#Start: 09-Jun-16   03:03:26   End: 09-Jun-16   03:18:26 
#  
#Sample - (Flip off): Sum 3532, 3535, 3538, 3541, 3544, 3547, 3550, 3553 , Loaded: 3532, 3535, 3538, 3541, 3544, 3547, 3550, 3553 
#***** Sanpol Worksheets I+, I- ***** 
#Subtitle:  DD67 0 A Rf+ 
#Start: 09-Jun-16   03:18:26   End: 09-Jun-16   03:33:26 
#  
#Sample + (Flip on): Sum 3533,3536, 3539,3542, 3545, 3548, 3551, 3554 , Loaded: 3533,3536, 3539,3542, 3545, 3548, 3551, 3554 
#Det: 1 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 2 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 3 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 4 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Det: 5 : Applying Deadtime Correction per (horizontal) Tube: 1/[1-tau/detector_rate], tau = 1.5e-06 (seconds) 
#Data Normalisation: Exposure Time (1) seconds 
#Attenuator: 0 is In.  Attenuation factor 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator: 0 is In. Up-scaling data by 1 
#Attenuator2: is Out 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Attenuator2: Up-scaling data by 1 
#Background: Sum 2356+2357+2358+2359 , Loaded: 2356+2357+2358+2359 
#Cadmium: Sum 2342+2343 , Loaded: 2342+2343 
#Applying cadmium SANS data correction:  I = I - I_cd 
#  
#Transmissions:  Ts = 0.9987 +/- 0.0025947  Te = 0.81 +/- 0 
#Foreground Image Only :  I_corr = I_s 
#  
#Beam Centre1 :  Cx = 129.427  Cy = 63.9134       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre2 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre3 :  Cx = 16.5  Cy = 128.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre4 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#Beam Centre5 :  Cx = 128.5  Cy = 16.5       Cm Translation :  Tx = 0  Ty = 0 [mm] 
#  
#***** Calibrations: ***** 
#Data: Corrected for D33 Detector Paralax 
#Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction) 
#Data: Divided by Volume 0.1 cm3 
#Solid Angle Correction: 
#Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 1 
#Applying Default Instrument Mask 
#Applying User Defined Mask 
#Applying NanInf Mask 
#Intensity units are:  cm-1 \\ \Delta\Omega  
#  
#***** Analysis ***** 
#Averaging I vs. Q.  Bin size:  1 [Pixel(s)] 
# 
# 
#Mod_Q   	I       	Err_I   	Sigma_Q
# 
# 
# 0.00252925	8.35407	0.745008	0.000905872
# 0.00274777	9.44337	0.4007	0.000906606
# 0.00293443	8.58005	0.355009	0.000907087
# 0.0031393	8.04533	0.220625	0.000907508
0.00333705	7.03749	0.208199	0.000907838
0.00353662	7.08376	0.174129	0.000908115
0.00371824	7.06555	0.170431	0.000910581
0.00391865	6.65171	0.141095	0.000913274
0.00411025	6.57292	0.14961	0.000915329
0.00430646	6.42106	0.129205	0.000917053
0.00449054	6.19025	0.13541	0.000918406
0.00469448	6.38075	0.116961	0.000919675
0.00488613	6.03911	0.127611	0.000920695
0.00508608	6.00605	0.109462	0.000921615
0.00527913	6.09332	0.118049	0.000922392
0.00547765	5.84585	0.104621	0.000924929
0.00566902	5.73258	0.108807	0.000928139
0.00586638	5.67251	0.101101	0.000930981
0.00605982	5.81411	0.102324	0.000933396
0.00626055	5.6812	0.0954118	0.000935588
0.00645406	5.54928	0.0964394	0.000937451
0.00665683	5.46887	0.0880574	0.000939185
0.00685157	5.44353	0.098821	0.000940673
0.00704432	5.52852	0.0865937	0.000942
0.00724007	5.31304	0.0910446	0.00094466
0.00743381	5.28958	0.0843937	0.000948479
0.00762117	5.25307	0.089479	0.000951774
0.00781722	5.25855	0.0812871	0.000954868
0.00801227	5.22489	0.0831038	0.00095764
0.00821392	5.30335	0.0778224	0.00096023
0.00841139	5.18552	0.0826931	0.000962533
0.00860583	5.06774	0.0766201	0.000964603
0.00879981	5.09856	0.0801069	0.000966499
0.00899474	5.12718	0.074295	0.000969181
0.00918643	5.01781	0.0784577	0.000973498
0.00938304	5.08134	0.0690265	0.000977527
0.00957847	4.89464	0.0767377	0.000981184
0.00977786	4.8607	0.0674303	0.000984602
0.0099766	4.84411	0.0734776	0.000987733
0.0101678	4.73475	0.0683169	0.000990515
0.0103612	4.62862	0.0699675	0.000993124
0.0105568	4.68129	0.0656311	0.000995577
0.010753	4.71525	0.0687252	0.00099835
0.0109451	4.65686	0.0655889	0.00100316
0.0111414	4.62211	0.0662589	0.00100769
0.0113417	4.5146	0.0615259	0.00101197
0.0115384	4.49131	0.066707	0.00101587
0.0117319	4.36955	0.0587513	0.00101943
0.0119304	4.41512	0.0653613	0.00102285
0.0121213	4.33163	0.0590578	0.00102592
0.0123128	4.37559	0.0651377	0.00102882
0.0125059	4.26978	0.0572395	0.00103157
0.0127062	4.20142	0.0612199	0.00103701
0.012902	4.22025	0.0572911	0.00104199
0.0131003	4.14067	0.0601995	0.00104669
0.0132934	3.99991	0.0556749	0.00105099
0.0134896	3.96149	0.0570535	0.00105509
0.0136816	3.95737	0.0542863	0.00105887
0.01388	3.96946	0.0564472	0.00106254
0.0140735	3.95574	0.0529537	0.00106593
0.0142716	3.82291	0.0561495	0.00106921
0.0144665	3.87523	0.0515176	0.00107459
0.0146676	3.74244	0.0539613	0.00108011
0.0148583	3.65695	0.0511283	0.00108504
0.0150574	3.72097	0.0528008	0.00108991
0.0152506	3.59009	0.0510651	0.00109436
0.0154466	3.4796	0.0518769	0.00109864
0.0156353	3.48783	0.0493775	0.00110255
0.0158331	3.44637	0.0499465	0.00110644
0.0160273	3.39068	0.0477037	0.00111007
0.0162276	3.3948	0.0486907	0.00111556
0.0164205	3.26539	0.0464175	0.00112122
0.0166192	3.22999	0.0479951	0.00112674
0.0168108	3.19798	0.0453552	0.00113179
0.0170079	3.18049	0.0475759	0.00113672
0.0171994	3.0893	0.0447726	0.00114129
0.0173999	3.06321	0.0467458	0.00114584
0.0175928	2.99998	0.0439621	0.00115001
0.0177926	2.99462	0.045451	0.00115414
0.017985	2.88799	0.0423651	0.00115943
0.0181841	2.84122	0.0431971	0.00116559
0.0183744	2.80316	0.0421695	0.00117119
0.0185724	2.82816	0.0435234	0.00117675
