# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF off 8m
# Start: 22-Apr-18   17:52:05   End: 22-Apr-18   18:12:05

# Sample - (Flip off):  213446 , Loaded: 213434,213446,213464,213476,213480,213492,213496,213508,213512
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF on 8m
# Start: 22-Apr-18   18:12:05   End: 22-Apr-18   18:32:06

# Sample + (Flip on):  213447 , Loaded: 213435, 213447,213465,213477,213481,213489,213497,213509,213513
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213453 , Loaded: 213452,213453
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 0.99288 +/- 0.0049556  Te = 0.82099 +/- 0.0039031
# Foreground Image Only :  I_corr = I_s

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 1 3
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.00727187	0.835509	0.0360715	0.00169091
0.00775193	0.812512	0.0301103	0.00169091
0.00818191	0.794891	0.0299726	0.00169091
0.00861221	0.776371	0.0292437	0.00169091
0.00904279	0.744337	0.028706	0.0016909
0.0094736	0.782498	0.028971	0.0016909
0.00990463	0.740757	0.0280717	0.0016909
0.0103358	0.733001	0.0279166	0.0016909
0.0107672	0.731512	0.0279398	0.00169089
0.0111987	0.690388	0.0270701	0.00169089
0.0116303	0.699329	0.0271985	0.00169089
0.012062	0.675982	0.0265868	0.00169089
0.0125227	0.666884	0.0236834	0.00169088
0.0129382	0.647208	0.0214875	0.00169088
0.0133687	0.617508	0.0212702	0.00169299
0.0137992	0.617538	0.0210861	0.00169509
0.01423	0.589552	0.0207761	0.00169687
0.014695	0.612766	0.0196584	0.0016985
0.0151637	0.585754	0.0204665	0.0016999
0.0155948	0.582215	0.0205975	0.00170103
0.0160261	0.555656	0.0200081	0.00170202
0.0164574	0.553299	0.0200298	0.0017029
0.0168888	0.546488	0.0201144	0.00170369
0.0173432	0.551253	0.0185059	0.00170443
0.0177652	0.515929	0.0167808	0.00170505
0.0181956	0.497775	0.0164736	0.00170563
0.0186261	0.50347	0.016581	0.00170616
0.0190568	0.498036	0.0166406	0.00170664
0.0194875	0.473217	0.0159512	0.00170709
0.0199184	0.43562	0.0159163	0.00170749
0.0203493	0.460923	0.015916	0.00170787
0.0207803	0.446349	0.015454	0.00170823
0.0212113	0.436195	0.0153787	0.00170855
0.0216424	0.426589	0.0154705	0.00170886
0.0220736	0.411467	0.0152312	0.00170914
0.0225325	0.394664	0.0133583	0.00170943
0.0229832	0.396495	0.0127603	0.00170969
0.0234371	0.372215	0.0130217	0.00170993
