# GRASP V.7.15CD    Instrument:  ILL_d22

# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF off 2m
# Start: 22-Apr-18   17:26:23   End: 22-Apr-18   17:36:23

# Sample - (Flip off):  213442 , Loaded: 213438,213442,213460,213472,213484,213488,213500,213504,213516
# ***** Sanpol Worksheets I+, I- *****
# Subtitle:  YF45 RF on 2m
# Start: 22-Apr-18   17:36:23   End: 22-Apr-18   17:46:23

# Sample + (Flip on):  213443 , Loaded: 213439,213443,213461,213473,213485,213489,213501,213505,213517
# Det: 1 : Applying Deadtime Correction per (vertical) Tube: 1/[1-tau/detector_rate], tau = 1e-06 (seconds)
# Data Normalisation: Exposure Time (1) seconds
# Attenuator: 0 is In.  Attenuation factor 1
# Attenuator: 0 is In. Up-scaling data by 1
# Attenuator2: is Out
# Attenuator2: Up-scaling data by 1
# Background:  213455 , Loaded: 213454,213455
# Cadmium: No Cadmium Subtraction

# Transmissions:  Ts = 1.0033 +/- 0.0053844  Te = 0.82939 +/- 0.0042604
# Foreground Image Only :  I_corr = I_s

# Beam Centre1 :  Cx = 65.4982  Cy = 126.261       Cm Translation :  Tx = 0  Ty = 0 [mm]

# ***** Calibrations: *****
# Data: Corrected for D22 Detector Paralax
# Data: Corrected for Detector Efficiency (doesn't change magnitude but contains curvature correction)
# Data: Divided by Volume 0.2 cm3
# Solid Angle Correction:
# Divide data by empty beam flux, I0, from worksheet: Trans Empty Beam 2 3
# Applying Default Instrument Mask
# Applying User Defined Mask
# Applying NanInf Mask
# Intensity units are:  cm-1 \\ \Delta\Omega

# ***** Analysis *****
# Averaging I vs. Q.  Bin size:  1 [Pixel(s)]


# Mod_Q   	I       	Err_I   	Sigma_Q



0.0286063	0.106363	0.00396967	0.0038516
0.0304932	0.0924005	0.00325118	0.0038568
0.032183	0.0844545	0.00323036	0.00386032
0.0338738	0.0695994	0.00307381	0.0038631
0.0355654	0.061136	0.00296771	0.00386534
0.0372577	0.0461839	0.00289225	0.00386719
0.0391524	0.0420847	0.00249577	0.0038689
0.0410656	0.0377834	0.00280175	0.00387033
0.0427593	0.0347873	0.00273607	0.0038714
0.0444531	0.0357936	0.00277451	0.00387232
0.046147	0.0348371	0.00274938	0.00387311
0.047841	0.0362346	0.00267536	0.00387381
0.0495637	0.0329735	0.00244222	0.00387442
0.0511369	0.0381222	0.00225121	0.00387492
0.0529786	0.039475	0.00209888	0.00387994
0.0547917	0.0404647	0.00228263	0.00388765
0.0564798	0.0439245	0.00232512	0.00389381
0.0581679	0.0500697	0.00234691	0.00389916
0.0599982	0.0486282	0.00215382	0.00390423
0.0618265	0.0517621	0.00235655	0.00390866
0.0635144	0.0522834	0.00236927	0.00391229
0.0653317	0.0533838	0.00219505	0.00391577
0.0671711	0.0546538	0.00240341	0.00391891
0.0689133	0.052042	0.0020277	0.00392158
0.0705955	0.0478717	0.00202953	0.00392391
0.0722776	0.0456215	0.00201251	0.00392604
0.0739596	0.0453971	0.00201203	0.00392798
0.075741	0.0416855	0.00187071	0.00392986
0.0775329	0.0407632	0.00198387	0.00393159
0.0792142	0.040185	0.00196224	0.00393869
0.0808951	0.0361937	0.00193765	0.00394685
0.0825757	0.0350715	0.00191302	0.00395425
0.0842559	0.0306586	0.00190129	0.00396099
0.0860549	0.0282756	0.00177908	0.00396757
0.0879771	0.0278739	0.00167011	0.00397396
0.089696	0.0230475	0.0016561	0.00397918
0.0914526	0.0229842	0.00157129	0.0039841
0.0932129	0.0214227	0.00163198	0.00398865
0.0948867	0.0188109	0.00161728	0.00399265
0.096645	0.0178863	0.00155429	0.00399656
0.0984735	0.0159553	0.00153584	0.00400033
0.100238	0.0144124	0.00160459	0.00400371
0.10191	0.0147356	0.00161283	0.0040067
0.103581	0.0129345	0.00159993	0.0040095
0.105251	0.0154236	0.00160296	0.00401822
0.10701	0.0147095	0.00155046	0.00402788
0.108771	0.0140068	0.00141356	0.00403685
0.110573	0.0133746	0.0014165	0.00404536
0.112374	0.0135837	0.00142239	0.00405327
0.11411	0.0147341	0.00146953	0.00406037
0.115837	0.0134792	0.00140423	0.00406699
0.117636	0.0143708	0.00139707	0.00407344
0.119374	0.0123983	0.00146851	0.00407929
0.121035	0.0145889	0.00146816	0.00408455
0.122769	0.0130998	0.00140652	0.00408973
0.124557	0.0141993	0.00139968	0.00409476
0.126303	0.0136359	0.00143647	0.00409939
0.12794	0.0151564	0.00136235	0.00410351
0.129724	0.013432	0.00127181	0.00410796
0.131484	0.0124902	0.00134727	0.00411932
0.133251	0.0125881	0.00125427	0.00413003
0.13508	0.0140619	0.00130333	0.00414044
0.136792	0.0138894	0.0013522	0.00414962
0.138498	0.0109747	0.00130261	0.00415826
0.140265	0.00984807	0.00130251	0.00416673
0.141973	0.010032	0.00135208	0.00417447
0.143619	0.00886442	0.00133152	0.00418156
0.145434	0.00914339	0.00121993	0.00418897
0.147254	0.00856147	0.00118812	0.00419601
0.149004	0.00889648	0.00125404	0.00420244
0.150695	0.00749094	0.00121326	0.00420836
0.152437	0.0062351	0.00120731	0.00421417
0.154222	0.00724705	0.00118397	0.00421984
0.155967	0.00806441	0.00126725	0.0042274
0.157603	0.00730343	0.00126519	0.00423876
0.159343	0.00766359	0.001187	0.00425025
0.161129	0.00622165	0.00121035	0.00426145
0.162862	0.00620122	0.00122327	0.00427177
0.164674	0.00651153	0.00116507	0.00428204
0.166422	0.00643414	0.0011539	0.00429148
0.168143	0.00652194	0.00116398	0.00430034
0.16986	0.00702377	0.00115755	0.00430879
0.171577	0.00689541	0.00114223	0.00431687
0.173286	0.00791816	0.00114926	0.00432456
0.175045	0.0063145	0.00112479	0.00433215
0.176878	0.00479046	0.00109424	0.0043397
0.17864	0.00357286	0.00117629	0.00434665
0.180302	0.00574257	0.00116232	0.00435295
0.182054	0.00485141	0.00112284	0.00436331
0.183813	0.00629133	0.00109823	0.0043763
0.185457	0.00662856	0.00111484	0.00438791
0.187237	0.0068064	0.00102678	0.00439994
0.189074	0.00458903	0.00105732	0.00441181
0.190845	0.00606747	0.00105844	0.00442276
0.192569	0.00558825	0.00108412	0.00443298
0.194256	0.00555436	0.00107948	0.00444258
0.195943	0.00444649	0.00108523	0.00445181
0.197742	0.00547473	0.00100721	0.00446126
0.199536	0.00506538	0.00107991	0.00447032
0.200453	0.000483611	0.0029174	0.00447481
