#[[Fit Statistics]]
#    # fitting method   = leastsq
#    # function evals   = 19
#    # data points      = 13
#    # variables        = 2
#    chi-square         = 10.3880225
#    reduced chi-square = 0.94436568
#    Akaike info crit   = 1.08415332
#    Bayesian info crit = 2.21405203
#[[Variables]]
#    N:       1 (fixed)
#    logmu:   10.1319386 +/- 0.11158541 (1.10%) (init = 11)
#    logstd:  0.13857747 +/- 0.00897846 (6.48%) (init = 0.1)
#[[Correlations]] (unreported correlations are < 0.100)
#    C(logmu, logstd) =  0.164

#bin_center	count	error
7.106692476666666	0.021412133517202864	0.015140664809685907
7.69047363	0.032118200275804296	0.01854345157512192
8.274254783333333	0.1605910013790215	0.04146441825944817
8.858035936666667	0.1605910013790215	0.04146441825944817
9.44181709	0.2997698692408401	0.056651180325829546
10.025598243333333	0.3104759359994415	0.057653933931253
10.609379396666666	0.21412133517202864	0.04787898608776727
11.193160549999998	0.1605910013790215	0.04146441825944817
11.776941703333332	0.18200313489622436	0.0441422440806278
12.360722856666666	0.05353033379300716	0.023939493043883635
12.94450401	0.08564853406881145	0.030281329619371813
13.528285163333333	0.021412133517202864	0.015140664809685907
14.112066316666667	0.0	0.0
14.69584747	0.0	0.0
15.27962862333333	0.010706066758601432	0.010706066758601432
